,Customer Name,Date,Ratings,Review Title,Review,Sentiment_Score,index,Review_Time,Month,Year
365,sandeepchowdary,Reviewed in India on 15 December 2019,1.0 out of 5 stars,Pathetic pls don't buy now,"  I was using that product since last year, this was November's batch product but now this was look pathetic & smell is also change.  Why this looks sm reddish? Not worth of money",neg,366,2019-12-15,12,2019
366,Shyamali pramanik,Reviewed in India on 14 December 2019,1.0 out of 5 stars,Sugary breakfast,"  Decently priced, but very sweet. People looking for healthy breakfast definitely don't like such a sugary cereal.",pos,367,2019-12-14,12,2019
367,abhinandan verma,Reviewed in India on 13 December 2019,2.0 out of 5 stars,Strawberry flavour sucks,  Strawberry flavour sucks..gives nausea feeling.. don't know how I'm going to complete full pack..no idea about other flavours but,neu,368,2019-12-13,12,2019
368,Pooja Devlekar,Reviewed in India on 13 December 2019,5.0 out of 5 stars,Healthy,  Value for moneyGood flavor,neu,369,2019-12-13,12,2019
369,Shiv Shankar Ash,Reviewed in India on 11 December 2019,5.0 out of 5 stars,Nice.,  I am buying it regularly,neu,370,2019-12-11,12,2019
370,Ajung,Reviewed in India on 8 December 2019,5.0 out of 5 stars,Value for money,  The product is much better than other brands because it is not overly priced and yet nutritious. It has a strong berry smell though which you will notice as soon as you open the pack. It comes in a zip lock pack so easy to store. More figs than other fruits in it.,pos,371,2019-12-08,12,2019
371,GP,Reviewed in India on 8 December 2019,5.0 out of 5 stars,A healthy treat,  Healthy and tasty,neu,372,2019-12-08,12,2019
372,MOHAMMED SHAMSHEER,Reviewed in India on 7 December 2019,5.0 out of 5 stars,Superb,  Superb. Blindly purchase. Excellent product,pos,373,2019-12-07,12,2019
373,RambaSamba,Reviewed in India on 6 December 2019,5.0 out of 5 stars,Good,  Good product,neu,374,2019-12-06,12,2019
374,Amazon Customer,Reviewed in India on 6 December 2019,5.0 out of 5 stars,Excellent breakfast cereal,  Excellent product and taste... Need to come up with larger packs of 1kg,pos,375,2019-12-06,12,2019
375,Priyanka thind,Reviewed in India on 5 December 2019,5.0 out of 5 stars,Goid,  Great product,pos,376,2019-12-05,12,2019
376,pankaj,Reviewed in India on 5 December 2019,1.0 out of 5 stars,Disappointed,  There is something pink powder mix in this,neu,377,2019-12-05,12,2019
377,qwerty,Reviewed in India on 3 December 2019,5.0 out of 5 stars,Excellent,  Taste wise 10/10,neu,378,2019-12-03,12,2019
378,pushpa devi,Reviewed in India on 3 December 2019,5.0 out of 5 stars,😋,  It's very tasty. 😋,neu,379,2019-12-03,12,2019
379,VENKAT INTI,Reviewed in India on 3 December 2019,1.0 out of 5 stars,Worst product,  Worst product.After using 1 time thrown in garbage.,neg,380,2019-12-03,12,2019
380,Pooja Devlekar,Reviewed in India on 3 December 2019,1.0 out of 5 stars,Too much artificial flavour in strawberry variant,"  The amount of essence is way to much,xan know artificial smell of strawberry added to it.Indeed got throat infection due to it",neu,381,2019-12-03,12,2019
381,Shiv Shankar Ash,Reviewed in India on 30 November 2019,5.0 out of 5 stars,"NO COMMENTS, ALL NUTRIENTS IN ONE PACK ,","  NO COMMENTS, ALL NUTRIENTS IN ONE PACK ,",neu,382,2019-11-30,11,2019
382,Amazon Customer,Reviewed in India on 30 November 2019,1.0 out of 5 stars,Complete waste,"  Received a faulty product , with red powder all over it , complete waste of money . You guys should conduct a proper QC before delivering a product.",neg,383,2019-11-30,11,2019
383,anil s.,Reviewed in India on 29 November 2019,4.0 out of 5 stars,Testy and healthy breakfast,  SuperVery testyValue of moneyEnergy breakfastEasy to ready,neu,384,2019-11-29,11,2019
384,asna,Reviewed in India on 27 November 2019,5.0 out of 5 stars,Love it,  I love this. It has every nut and seeds you can imagine. No inverted sugar which most brands have and smells amazing. The added sugar is Himalayan pink salt I mean the ingredients speak for itself. Totally worth every penny.,pos,385,2019-11-27,11,2019
385,Amit Mishra ,Reviewed in India on 27 November 2019,5.0 out of 5 stars,"Worth trying,","  Tried this product for the first time and it is really. A mixture of muesli, fruits n nuts. Healthy breakfast. Good flavoured",pos,386,2019-11-27,11,2019
386,Gourab De,Reviewed in India on 27 November 2019,4.0 out of 5 stars,Healthy and tasty breakfast,"   This is a perfect beginning for anyone in the morning.It fulfills body and mind requirements in a balanced manner.1. Light yet filling breakfast high in nutrition.2. Rich in Nuts and dried fruits: Almonds, Raisins, Dried Cranberries.3. Rich in Seeds: Pumpkin, Chia and Flax.4. Fibre rich fruits and nuts, this fruits, nuts and seeds muesli will kickstart your mornings and unlock the power of your day.5. Last but not the least the taste will also satisfy you.INGREDIENTSWhole Grains 50% (Rolled Oats, Brown Rice Flakes),Dried Fruit 22% (Raisins, Cranberries, Apricots, Blackcurrants),Seeds 18% (Quinoa, Pumpkin, Chia, Flax), Almonds, Soy Protein Flakes, Rice Bran Oil, Jaggery, Himalayan Pink Salt.HOW TO USEJust add the muesli to your bowl of milk. Pour some milk of your choice. Milk can also be replaced with yoghurt, cream or as a topping for desserts. You can also enjoy the taste as it is.Amazon delivery was flawless.Packaging was fine.Please check my video and pictures for better idea.Thank you.",pos,387,2019-11-27,11,2019
387,Watts dee,Reviewed in India on 26 November 2019,5.0 out of 5 stars,Good for health,  The taste was good and was full of nuts and seeds,neu,388,2019-11-26,11,2019
388,AHMED ADEEL,Reviewed in India on 25 November 2019,1.0 out of 5 stars,Not good,  I didn't like the taste,neu,389,2019-11-25,11,2019
389,Verified Customer,Reviewed in India on 23 November 2019,4.0 out of 5 stars,Nice product,  Nice product,neu,390,2019-11-23,11,2019
390,Mehvish,Reviewed in India on 22 November 2019,5.0 out of 5 stars,I like it 😊,  Good in taste with seeds,neu,391,2019-11-22,11,2019
391,Ankit laxmikant Solanki,Reviewed in India on 21 November 2019,5.0 out of 5 stars,Good for health,  Excellent,pos,392,2019-11-21,11,2019
392,Pooja Devlekar,Reviewed in India on 18 November 2019,5.0 out of 5 stars,Good quality ingredients,"  Healthy mix of ingredients, decent flavor, overall a good option for ready made breakfast.",pos,393,2019-11-18,11,2019
393,Shiv Shankar Ash,Reviewed in India on 18 November 2019,5.0 out of 5 stars,Value for money,  It is high in nutrients and very tasty,neu,394,2019-11-18,11,2019
394,drrajeshtr,Reviewed in India on 18 November 2019,4.0 out of 5 stars,Must for kids,  Wow,pos,395,2019-11-18,11,2019
395,Abhishek singh,Reviewed in India on 17 November 2019,3.0 out of 5 stars,The dark chocolate variant is better,  This is nice but i like the dark chocolate variant more. This one is a bit bland for my taste.,pos,396,2019-11-17,11,2019
396,Sudipa ,Reviewed in India on 17 November 2019,5.0 out of 5 stars,Good taste,  Good product,neu,397,2019-11-17,11,2019
397,Raksha,Reviewed in India on 16 November 2019,5.0 out of 5 stars,Suprisingly Good and I really liked the taste.,  It's an amazing product just go for it!,pos,398,2019-11-16,11,2019
398,Shoppie,Reviewed in India on 15 November 2019,2.0 out of 5 stars,Not good as they presented,  Eat anytime is better than this one,neu,399,2019-11-15,11,2019
399,Amazon Customer,Reviewed in India on 14 November 2019,4.0 out of 5 stars,Healthy breakfast,  Packing is ideal,pos,400,2019-11-14,11,2019
400,Divi Divine,Reviewed in India on 13 November 2019,5.0 out of 5 stars,Loveeeee it,  The smell is so wonderful and it is so tasty and sooooo healthy... A big thumbs up,pos,401,2019-11-13,11,2019
401,Vivanika,Reviewed in India on 11 November 2019,4.0 out of 5 stars,Tasty,  Healthy tasty,neu,402,2019-11-11,11,2019
402,XYZ,Reviewed in India on 11 November 2019,5.0 out of 5 stars,Goid,  Mst,neu,403,2019-11-11,11,2019
403,Jencia Paul,Reviewed in India on 11 November 2019,5.0 out of 5 stars,Awsm,  Nice product,neu,404,2019-11-11,11,2019
404,Pooja Devlekar,Reviewed in India on 11 November 2019,5.0 out of 5 stars,My favourite muesli! And it's a bargain on Amazon deals!,"  I love this product. I found it in a local shop and it rapidly became my favourite muesli, reminding me of my favourite one that I used to get in Lidl (shop in Europe). So I was thrilled when I not only found it on Amazon, but at a cheaper price than the local shop.The item was delivered on time, as described, and I love it so much, I'm repeatedly keeping it in stock. It's oaty, with great amount of nuts & dried fruit to boot. I use it for daily cereal for breakfast, and my mother in law loves it with warm milk.Thanks again, Amazon - and Yoga Bar!",pos,405,2019-11-11,11,2019
405,Shiv Shankar Ash,Reviewed in India on 10 November 2019,5.0 out of 5 stars,"Contains all the ingredients it claims, that too in plenty!","  A wholesome breakfast! Yogabar cereals contain eveything it says it does. No exaggeration in that like Kellogg's. You could find pumpkin seeds, dried fruits, nuts  etc in plenty and not for the namesake. Okay to pay slightly higher price because it's actually worth it.",neu,406,2019-11-10,11,2019
406,Arzhan,Reviewed in India on 10 November 2019,1.0 out of 5 stars,Not Worth Buying,  Expected a better taste for the price..,neu,407,2019-11-10,11,2019
407,JiA,Reviewed in India on 9 November 2019,2.0 out of 5 stars,Avoid,  Kellogg's is far better in terms of taste and quality.,neu,408,2019-11-09,11,2019
408,Ansh,Reviewed in India on 9 November 2019,3.0 out of 5 stars,Expensive,  not value for money! too expensive,neu,409,2019-11-09,11,2019
409,Amazon Customer,Reviewed in India on 9 November 2019,1.0 out of 5 stars,Very bad taste,  Very bad taste,neg,410,2019-11-09,11,2019
410,Vamshi ,Reviewed in India on 9 November 2019,5.0 out of 5 stars,Good good 😊👌,  Good good 😊👌,pos,411,2019-11-09,11,2019
411,Krish,Reviewed in India on 8 November 2019,5.0 out of 5 stars,Loved it,  Loved it as its full of nuts & seeds,neu,412,2019-11-08,11,2019
412,S.Chowdhury,Reviewed in India on 7 November 2019,5.0 out of 5 stars,No nuts,  add more nuts if for the same price or lower the cost,neg,413,2019-11-07,11,2019
413,Shivam,Reviewed in India on 6 November 2019,5.0 out of 5 stars,GOOD TASTE,"  Perfect,whether it's breakfast or When u wanna fill in somethng since you have no time for a perfect meal .Tastes Good !!!",pos,414,2019-11-06,11,2019
414,Shadab Khan,Reviewed in India on 6 November 2019,5.0 out of 5 stars,The absolute best,"  If you're counting healthy calories, while being heavily dependent on quick breakfast fixes, this is where you search ends.",neu,415,2019-11-06,11,2019
415,Amazon Customer,Reviewed in India on 6 November 2019,5.0 out of 5 stars,Protein nd nutrition,  Soo testy,neu,416,2019-11-06,11,2019
416,Pooja Devlekar,Reviewed in India on 6 November 2019,5.0 out of 5 stars,Good,  Good,neu,417,2019-11-06,11,2019
417,Shiv Shankar Ash,Reviewed in India on 5 November 2019,5.0 out of 5 stars,Good one,  Good one,neu,418,2019-11-05,11,2019
418,honey gupta,Reviewed in India on 5 November 2019,5.0 out of 5 stars,Outstanding.,  Tasty and nutritious.,neu,419,2019-11-05,11,2019
419,Sunita,Reviewed in India on 5 November 2019,4.0 out of 5 stars,Breakfast cereal competition to the great K,  Tasty and healthy start to my day.,neu,420,2019-11-05,11,2019
420,Amazon Customer,Reviewed in India on 4 November 2019,1.0 out of 5 stars,Not bad,  It's not good flavor,neu,421,2019-11-04,11,2019
421,DevaN NarayaNaN,Reviewed in India on 4 November 2019,5.0 out of 5 stars,Must buy,  Liked the product 👍👍👍,neu,422,2019-11-04,11,2019
422,Mohit,Reviewed in India on 4 November 2019,5.0 out of 5 stars,Good breakfast,  Good breakfast products,neu,423,2019-11-04,11,2019
423,A. Manoj Kumar,Reviewed in India on 4 November 2019,4.0 out of 5 stars,👍,  Good quality product,neu,424,2019-11-04,11,2019
424,Amazon Customer,Reviewed in India on 4 November 2019,2.0 out of 5 stars,Good for children,  Sugar ladden,neu,425,2019-11-04,11,2019
425,Zuhair,Reviewed in India on 4 November 2019,5.0 out of 5 stars,Excellent,  Very good,neu,426,2019-11-04,11,2019
426,Devesh Bapna,Reviewed in India on 4 November 2019,5.0 out of 5 stars,Worth munching,  Great taste and is healthy,pos,427,2019-11-04,11,2019
427,Abilash,Reviewed in India on 4 November 2019,5.0 out of 5 stars,Super breakfast,  Mixture of healthy ingredients with great taste and value for money,pos,428,2019-11-04,11,2019
428,Pooja Devlekar,Reviewed in India on 3 November 2019,5.0 out of 5 stars,Healthy and tasty breakfast.,  It's my favourite museli now. It's the best I have come across.,pos,429,2019-11-03,11,2019
429,Shiv Shankar Ash,Reviewed in India on 3 November 2019,5.0 out of 5 stars,Very good,  Good quality,neu,430,2019-11-03,11,2019
430,Akash deoriya,Reviewed in India on 3 November 2019,5.0 out of 5 stars,Improve my health,  Amazing breakfast,pos,431,2019-11-03,11,2019
431,Rahul,Reviewed in India on 2 November 2019,5.0 out of 5 stars,Best,  Bsst,neu,432,2019-11-02,11,2019
432,Ayushi Yadav,Reviewed in India on 2 November 2019,5.0 out of 5 stars,Okay,  It’s okay,neu,433,2019-11-02,11,2019
433,NIKZ,Reviewed in India on 1 November 2019,5.0 out of 5 stars,Loved it,  Great very healthy,pos,434,2019-11-01,11,2019
434,Amazon Customer,Reviewed in India on 31 October 2019,5.0 out of 5 stars,Well,  Well,neu,435,2019-10-31,10,2019
435,Naveen G.,Reviewed in India on 31 October 2019,5.0 out of 5 stars,Nice,  Nice product,neu,436,2019-10-31,10,2019
436,Aeman Singh,Reviewed in India on 31 October 2019,4.0 out of 5 stars,Best,  This is the best muesli. I would recommend to try ones.,pos,437,2019-10-31,10,2019
437,Navdeep vats,Reviewed in India on 30 October 2019,3.0 out of 5 stars,Nssj,  Jsjs,neu,438,2019-10-30,10,2019
438,Amazon Customer,Reviewed in India on 29 October 2019,5.0 out of 5 stars,Good for health,  Good for health Nutrition expert,neu,439,2019-10-29,10,2019
439,Amazon Customer,Reviewed in India on 29 October 2019,1.0 out of 5 stars,Not up to the mark,  Taste is not really good after first bite you won't feel like have again.,neg,440,2019-10-29,10,2019
440,Pooja Devlekar,Reviewed in India on 29 October 2019,5.0 out of 5 stars,Expensive,  Quality product but expensive.,neu,441,2019-10-29,10,2019
441,Shiv Shankar Ash,Reviewed in India on 29 October 2019,5.0 out of 5 stars,Best for breakfast,  Good and healthy product,pos,442,2019-10-29,10,2019
442,deepz,Reviewed in India on 29 October 2019,5.0 out of 5 stars,Perfect morning breakfast,  Great,pos,443,2019-10-29,10,2019
443,Swastika nagpal,Reviewed in India on 29 October 2019,5.0 out of 5 stars,😍🥰,  Juyst loved it,pos,444,2019-10-29,10,2019
444,Swetha Gollapilli,Reviewed in India on 28 October 2019,4.0 out of 5 stars,Yoga mix,  Like the product but quantity don't qualify for price. More canberry needed,neu,445,2019-10-28,10,2019
