S.No.,Customer Name,Date,Ratings,Review Title,Review,Review_Time,Month,Year,index,Ratingsint,Word_Length,Character_Length,,Helpful Votes,test ,
316,Gopi,Reviewed in India on 28 February 2020,5.0 out of 5 stars,Perfect,"  Very yummy, no sugar required also it comes in a zipped lock bag hence no storage issues.",28-02-20,February,2020,317,5,17,91,,          Helpful,0.00E+00,
317,Manish Kumar,Reviewed in India on 27 February 2020,5.0 out of 5 stars,Good product more fruits and seeds.,  Good product more fruits and seeds.,27-02-20,February,2020,318,5,6,37,,          Helpful,0.00E+00,
318,Shiba arora,Reviewed in India on 26 February 2020,5.0 out of 5 stars,Awesome product,  Awesome product.. really good in taste and enriched with fruit and nuts. Loved it,26-02-20,February,2020,319,5,14,83,,          Helpful,0.00E+00,
319,Amazon Customer,Reviewed in India on 25 February 2020,5.0 out of 5 stars,Worth buying 👍,  Very good 👍,25-02-20,February,2020,320,5,3,13,,          Helpful,0.00E+00,
320,Pooja Devlekar,Reviewed in India on 16 February 2020,2.0 out of 5 stars,Disappointing purchase.,"  I'm a big fan of Yogabar range of Mueslis and order them frequently. I decided to buy the 700 gm super saver pack when it was cheaper during the great Indian sale. Got it for Rs 349. However, the pack was full of lumps rather than the usual consistency. It was really annoying as it altered the taste a lot. All the lumps were overtly sweet and rest of the muesli was dry and tasteless. Moreover, they didn't dissolve in milk and by the time it did, the rest of the cereal got soggy. I really hope it was a one time thing and won't happen again in the future. I'm still waiting to hear from Yogabars.Hope this review is helpful.",16-02-20,February,2020,321,2,121,630,,"One person found this helpful

          Helpful",1.00E+00,
321,Shiv Shankar Ash,Reviewed in India on 12 February 2020,4.0 out of 5 stars,Good buy,  Very flavourful.. hardly any sugar ..,12-02-20,February,2020,322,4,6,39,,          Helpful,0.00E+00,
322,Yashdeep Z,Reviewed in India on 10 February 2020,3.0 out of 5 stars,Not matched the hype,"  Flavour is strawberry, no or very less fruit bits. Has lots of seeds though, pumpkin, chia and flax. I will not buy again.",10-02-20,February,2020,323,3,23,124,,"One person found this helpful

          Helpful",1.00E+00,
323,Arun K.,Reviewed in India on 9 February 2020,5.0 out of 5 stars,Very very tasty,  I like the flavour & mixture of seeds,09-02-20,February,2020,324,5,8,39,,          Helpful,0.00E+00,
324,Snk,Reviewed in India on 7 February 2020,3.0 out of 5 stars,Unexpectedly bad experience with repeat order,  Based on earlier good experience this was repeat order but this time unexpectedly bad experience with the product. The item as you can see in the picture is not good in this order. The expiry date though is few months ahead.Hoping for resolution.,07-02-20,February,2020,325,3,43,248,,          Helpful,0.00E+00,
325,ThouzE,Reviewed in India on 6 February 2020,5.0 out of 5 stars,Mouthwatering,  Yummy i love it,06-02-20,February,2020,326,5,4,17,,          Helpful,0.00E+00,
326,Irina Das Sarkar,Reviewed in India on 3 February 2020,5.0 out of 5 stars,Yummy,  Great flavour and very healthy ingredients are there in one pack....,03-02-20,February,2020,327,5,11,70,,          Helpful,0.00E+00,
327,Surbhi,Reviewed in India on 2 February 2020,5.0 out of 5 stars,Make two kilo bags,"  Request yoga bar to make bigger quantity packs like 2kgs in all flavours,Having Said that, we don't have to keep going to grocery store again and again and stopped our containers all the time",02-02-20,February,2020,328,5,34,193,,          Helpful,0.00E+00,
328,Sambhu,Reviewed in India on 30 January 2020,5.0 out of 5 stars,Good,"  Tasty, healthy and affordable.",30-01-20,January,2020,329,5,4,32,,          Helpful,0.00E+00,
329,Chethan T,Reviewed in India on 29 January 2020,4.0 out of 5 stars,Decent,  Flavor - Feels very RawPresentation - AttractiveValue for money - cheaper options available,29-01-20,January,2020,330,4,13,93,,"14 people found this helpful

          Helpful",1.40E+01,
330,P.P,Reviewed in India on 28 January 2020,5.0 out of 5 stars,Tammy and tasty with berry flavour,"  PPL who try this flavour will surely love this...It's as per description with its contents...Good with strawberry flavour and its aroma tempts to eat it...Though little high in cost, it is really worthy compare to other brands.You can opt for this for a healthy and tasty breakfast muesli.",28-01-20,January,2020,331,5,48,291,,          Helpful,0.00E+00,
331,pradeep mitra,Reviewed in India on 26 January 2020,5.0 out of 5 stars,It's very tasty & healthy,  Flavor is so yammy,26-01-20,January,2020,332,5,4,20,,          Helpful,0.00E+00,
332,Pooja Devlekar,Reviewed in India on 25 January 2020,4.0 out of 5 stars,Good breakfast option,  It seemed to have more seeds than fruits or nuts 😬 Other than that a good breakfast option.,25-01-20,January,2020,333,4,18,93,,          Helpful,0.00E+00,
333,Shiv Shankar Ash,Reviewed in India on 25 January 2020,5.0 out of 5 stars,fruit and nut flavor,  it's worth the money :) tastes really good. fully recommended :),25-01-20,January,2020,334,5,11,66,,          Helpful,0.00E+00,
334,ragupaavan,Reviewed in India on 24 January 2020,5.0 out of 5 stars,Number 1 quality museli,  Number 1 quality muesli available in the market with affordable price.,24-01-20,January,2020,335,5,11,72,,          Helpful,0.00E+00,
335,Radhika h,Reviewed in India on 22 January 2020,4.0 out of 5 stars,Good,  Good one,22-01-20,January,2020,336,4,2,10,,          Helpful,0.00E+00,
336,B. VENKATESWARA REDDY,Reviewed in India on 22 January 2020,5.0 out of 5 stars,Awesome,"  Awesome product all under one pack. Needn't go for separate nuts, seeds and cereals",22-01-20,January,2020,337,5,14,85,,          Helpful,0.00E+00,
337,Lovely,Reviewed in India on 22 January 2020,5.0 out of 5 stars,Super se uppar product,"  Every penny is worthfull in this product the product is marvellous in price, taste, flavours and presentation. The seeds of different plants like basil n flex also help to induce the flavour of product.",22-01-20,January,2020,338,5,34,204,,          Helpful,0.00E+00,
338,Deepa Saji,Reviewed in India on 21 January 2020,4.0 out of 5 stars,"Good taste, value for money",  The quality of this museli is very good.,21-01-20,January,2020,339,4,8,42,,          Helpful,0.00E+00,
339,Kcs,Reviewed in India on 20 January 2020,5.0 out of 5 stars,Nice,  Nice,20-01-20,January,2020,340,5,1,6,,          Helpful,0.00E+00,
340,Anirudh Bhasin,Reviewed in India on 18 January 2020,5.0 out of 5 stars,Liked,  Liked,18-01-20,January,2020,341,5,1,7,,          Helpful,0.00E+00,
341,Vijay,Reviewed in India on 17 January 2020,5.0 out of 5 stars,Just buy without thinking twice,"  I have tried several brands. This is the best combination of taste, nutrition and value for money. Just go for it.",17-01-20,January,2020,342,5,21,116,,          Helpful,0.00E+00,
342,Gaurangi,Reviewed in India on 17 January 2020,4.0 out of 5 stars,Taste is so delicious,  Excellent product  I loved it,17-01-20,January,2020,343,4,5,31,,          Helpful,0.00E+00,
343,Amazon Customer,Reviewed in India on 17 January 2020,3.0 out of 5 stars,Its good,  Flavor is tasty i like this product. But its not worth for money🙁,17-01-20,January,2020,344,3,13,67,,          Helpful,0.00E+00,
344,Pooja Devlekar,Reviewed in India on 17 January 2020,5.0 out of 5 stars,A good breakfast,  Easy and wholesome,17-01-20,January,2020,345,5,3,20,,          Helpful,0.00E+00,
345,Shiv Shankar Ash,Reviewed in India on 15 January 2020,5.0 out of 5 stars,Healthy choice,  Very fresh and delicious.,15-01-20,January,2020,346,5,4,27,,          Helpful,0.00E+00,
346,CV,Reviewed in India on 15 January 2020,5.0 out of 5 stars,Excellent,"  Excellent product ...the best available,",15-01-20,January,2020,347,5,5,42,,          Helpful,0.00E+00,
347,K K,Reviewed in India on 10 January 2020,4.0 out of 5 stars,Healthy Product,  It is good for Breakfast. Eat Healthy & Be Healthy,10-01-20,January,2020,348,4,10,52,,          Helpful,0.00E+00,
348,arnab das,Reviewed in India on 8 January 2020,5.0 out of 5 stars,Soo yummm n healthy too,  Really yummy n healthy..i enjoyed my breakfst so much.But plz offer some more discount..its lil costly for daily breakfst option.,08-01-20,January,2020,349,5,20,131,,          Helpful,0.00E+00,
349,jackfruit,Reviewed in India on 8 January 2020,4.0 out of 5 stars,Try it,  It tastes good with milk,08-01-20,January,2020,350,4,5,26,,          Helpful,0.00E+00,
350,Ankush otawat,Reviewed in India on 6 January 2020,1.0 out of 5 stars,Poor quality,  The food quality is not upto the mark. I had a big stone. Highly disappointed for the money I spent on this.,06-01-20,January,2020,351,1,22,110,,          Helpful,0.00E+00,
351,Suman k.,Reviewed in India on 6 January 2020,5.0 out of 5 stars,Healthy breakfast,  Very rich and healthy,06-01-20,January,2020,352,5,4,23,,          Helpful,0.00E+00,
352,indrajit.gill,Reviewed in India on 29 December 2019,5.0 out of 5 stars,Superb,  Just I can say extroridanarny..,29-12-19,December,2019,353,5,5,33,,          Helpful,0.00E+00,
353,Varshith,Reviewed in India on 29 December 2019,5.0 out of 5 stars,good product,  value for money,29-12-19,December,2019,354,5,3,17,,          Helpful,0.00E+00,
354,Adarsh Chandran C S,Reviewed in India on 28 December 2019,2.0 out of 5 stars,Disappointed this time,  I ordered this product for the second time. But this time its berries tastes pathetic.Totally disappointed. 😣,28-12-19,December,2019,355,2,17,111,,          Helpful,0.00E+00,
355,Vijay,Reviewed in India on 28 December 2019,5.0 out of 5 stars,FLAVOUR AND QUALITY IS AWESOME,  SIRAAAAAAAAAAAAA,28-12-19,December,2019,356,5,1,18,,          Helpful,0.00E+00,
356,Pooja Devlekar,Reviewed in India on 28 December 2019,4.0 out of 5 stars,Healthy breakfast!,"  As promised, Quality and taste of the Muesli was excellent. Will buy it again!",28-12-19,December,2019,357,4,14,80,,          Helpful,0.00E+00,
357,Shiv Shankar Ash,Reviewed in India on 26 December 2019,2.0 out of 5 stars,Now quality has been decreased,  Earlier their quality was too good but now they have decreased the quality...disappointed this time with the quality...and ingredients.,26-12-19,December,2019,358,2,19,137,,          Helpful,0.00E+00,
358,Dietitian,Reviewed in India on 26 December 2019,4.0 out of 5 stars,Expensive but nothing else comes close to Yogabar,  Is expensive but frankly noting in the Indian market comes even close. Larger packs making it more affordable should be considered by the brand,26-12-19,December,2019,359,4,24,145,,          Helpful,0.00E+00,
359,Tooba Saleem,Reviewed in India on 23 December 2019,5.0 out of 5 stars,4 out of 5,  my son is liking this strawberry taste alot.he is kin of eating it any time.i also like it's taste.best is that it's contain with dried fruits n seedsbut it's little sweet so i don't like it with yogurt but overall it's delicious,23-12-19,December,2019,360,5,42,231,,"One person found this helpful

          Helpful",1.00E+00,
360,niraj,Reviewed in India on 20 December 2019,5.0 out of 5 stars,GOOD PRODUCT,"  Very good taste , healthy and amazing, definitely helped in adding some muscles on my frame when used with other good quality food sources like milk, and eggs. Highly recommend, would have been great if price was a little lesser since I confume 200g per day. Delivery took more than expected time.",20-12-19,December,2019,361,5,52,299,,          Helpful,0.00E+00,
361,Dr Pinku Pradhan,Reviewed in India on 19 December 2019,5.0 out of 5 stars,Value for money,  Amazing,19-12-19,December,2019,362,5,1,9,,          Helpful,0.00E+00,
362,Manish,Reviewed in India on 18 December 2019,1.0 out of 5 stars,Poor quality,  It was very bad in quality I saw small insects in packet smells yuksss,18-12-19,December,2019,363,1,14,72,,          Helpful,0.00E+00,
363,Amazonholic,Reviewed in India on 16 December 2019,4.0 out of 5 stars,Great product,  I'm using this from few days I feel its good n tasty,16-12-19,December,2019,364,4,12,54,,"One person found this helpful

          Helpful",1.00E+00,
364,Satya,Reviewed in India on 16 December 2019,5.0 out of 5 stars,Very healthy..,  I just love this product.,16-12-19,December,2019,365,5,5,27,,          Helpful,0.00E+00,
365,sandeepchowdary,Reviewed in India on 15 December 2019,1.0 out of 5 stars,Pathetic pls don't buy now,"  I was using that product since last year, this was November's batch product but now this was look pathetic & smell is also change.  Why this looks sm reddish? Not worth of money",15-12-19,December,2019,366,1,33,179,,          Helpful,0.00E+00,
366,Shyamali pramanik,Reviewed in India on 14 December 2019,1.0 out of 5 stars,Sugary breakfast,"  Decently priced, but very sweet. People looking for healthy breakfast definitely don't like such a sugary cereal.",14-12-19,December,2019,367,1,17,115,,"One person found this helpful

          Helpful",1.00E+00,
367,abhinandan verma,Reviewed in India on 13 December 2019,2.0 out of 5 stars,Strawberry flavour sucks,  Strawberry flavour sucks..gives nausea feeling.. don't know how I'm going to complete full pack..no idea about other flavours but,13-12-19,December,2019,368,2,19,131,,          Helpful,0.00E+00,
368,Pooja Devlekar,Reviewed in India on 13 December 2019,5.0 out of 5 stars,Healthy,  Value for moneyGood flavor,13-12-19,December,2019,369,5,4,28,,          Helpful,0.00E+00,
369,Shiv Shankar Ash,Reviewed in India on 11 December 2019,5.0 out of 5 stars,Nice.,  I am buying it regularly,11-12-19,December,2019,370,5,5,26,,          Helpful,0.00E+00,
370,Ajung,Reviewed in India on 8 December 2019,5.0 out of 5 stars,Value for money,  The product is much better than other brands because it is not overly priced and yet nutritious. It has a strong berry smell though which you will notice as soon as you open the pack. It comes in a zip lock pack so easy to store. More figs than other fruits in it.,08-12-19,December,2019,371,5,53,266,,          Helpful,0.00E+00,
371,GP,Reviewed in India on 8 December 2019,5.0 out of 5 stars,A healthy treat,  Healthy and tasty,08-12-19,December,2019,372,5,3,19,,"2 people found this helpful

          Helpful",2.00E+00,
372,MOHAMMED SHAMSHEER,Reviewed in India on 7 December 2019,5.0 out of 5 stars,Superb,  Superb. Blindly purchase. Excellent product,07-12-19,December,2019,373,5,5,45,,          Helpful,0.00E+00,
373,RambaSamba,Reviewed in India on 6 December 2019,5.0 out of 5 stars,Good,  Good product,06-12-19,December,2019,374,5,2,14,,          Helpful,0.00E+00,
374,Amazon Customer,Reviewed in India on 6 December 2019,5.0 out of 5 stars,Excellent breakfast cereal,  Excellent product and taste... Need to come up with larger packs of 1kg,06-12-19,December,2019,375,5,13,73,,"5 people found this helpful

          Helpful",5.00E+00,
375,Priyanka thind,Reviewed in India on 5 December 2019,5.0 out of 5 stars,Goid,  Great product,05-12-19,December,2019,376,5,2,15,,"4 people found this helpful

          Helpful",4.00E+00,
376,pankaj,Reviewed in India on 5 December 2019,1.0 out of 5 stars,Disappointed,  There is something pink powder mix in this,05-12-19,December,2019,377,1,8,44,,"One person found this helpful

          Helpful",1.00E+00,
